OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,MonitoringLocationIdentifier,ResultIdentifier,DataLoggerLine,ResultDetectionConditionText,MethodSpecificationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,DataQuality/BiasValue,ConfidenceIntervalValue,UpperConfidenceLimitValue,LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,ResultSamplingPointName,BiologicalIntentName,BiologicalIndividualIdentifier,SubjectTaxonomicName,UnidentifiedSpeciesIdentifier,SampleTissueAnatomyName,GroupSummaryCountWeight/MeasureValue,GroupSummaryCountWeight/MeasureUnitCode,CellFormName,CellShapeName,HabitName,VoltismName,TaxonomicPollutionTolerance,TaxonomicPollutionToleranceScaleText,TrophicLevelName,FunctionalFeedingGroupName,TaxonomicDetailsCitation/ResourceTitleName,TaxonomicDetailsCitation/ResourceCreatorName,TaxonomicDetailsCitation/ResourceSubjectText,TaxonomicDetailsCitation/ResourcePublisherName,TaxonomicDetailsCitation/ResourceDate,TaxonomicDetailsCitation/ResourceIdentifier,FrequencyClassInformationUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodQualifierTypeName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,AnalysisStartTime/Time,AnalysisStartTime/TimeZoneCode,AnalysisEndDate,AnalysisEndTime/Time,AnalysisEndTime/TimeZoneCode,ResultLaboratoryCommentCode,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,LaboratoryAccreditationIndicator,LaboratoryAccreditationAuthorityName,TaxonomistAccreditationIndicator,TaxonomistAccreditationAuthorityName,LabSamplePreparationUrl,ProviderName,month
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-1457939,2003-07-25,17:22:00,CDT,WIDNR_WQX-133529,STORET-31109170,,,,Cryptosporidium,,<96.8,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1623,USEPA,Cryptosporidium and Giardia in Water by Filtration/IMS/FA - April 2001 Update,,,https://www.nemi.gov/methods/method_summary/5616/,113133790,,,,,,,,,,,,,,,STORET,7
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030898,2003-07-25,17:22:00,CDT,WIDNR_WQX-133529,STORET-933675,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,7
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030898,2003-07-25,17:22:00,CDT,WIDNR_WQX-133529,STORET-933678,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,7
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030898,2003-07-25,17:22:00,CDT,WIDNR_WQX-133529,STORET-933682,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,7
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030898,2003-07-25,17:22:00,CDT,WIDNR_WQX-133529,STORET-933684,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,7
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030898,2003-07-25,17:22:00,CDT,WIDNR_WQX-133529,STORET-933686,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,7
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030898,2003-07-25,17:22:00,CDT,WIDNR_WQX-133529,STORET-933687,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,7
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030898,2003-07-25,17:22:00,CDT,WIDNR_WQX-133529,STORET-933689,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,7
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030898,2003-07-25,17:22:00,CDT,WIDNR_WQX-133529,STORET-933690,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,7
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-1457940,2003-07-28,10:55:00,CDT,WIDNR_WQX-133529,STORET-31166255,,,,Cryptosporidium,,<100.,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1623,USEPA,Cryptosporidium and Giardia in Water by Filtration/IMS/FA - April 2001 Update,,,https://www.nemi.gov/methods/method_summary/5616/,113133790,,,,,,,,,,,,,,,STORET,7
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030901,2003-07-28,10:55:00,CDT,WIDNR_WQX-133529,STORET-778729,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,7
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030901,2003-07-28,10:55:00,CDT,WIDNR_WQX-133529,STORET-778730,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,7
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030901,2003-07-28,10:55:00,CDT,WIDNR_WQX-133529,STORET-778733,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,7
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030901,2003-07-28,10:55:00,CDT,WIDNR_WQX-133529,STORET-778734,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,7
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030901,2003-07-28,10:55:00,CDT,WIDNR_WQX-133529,STORET-778739,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,7
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030901,2003-07-28,10:55:00,CDT,WIDNR_WQX-133529,STORET-778741,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,7
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030901,2003-07-28,10:55:00,CDT,WIDNR_WQX-133529,STORET-778742,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,7
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030901,2003-07-28,10:55:00,CDT,WIDNR_WQX-133529,STORET-778743,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,7
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-1421812,2003-07-30,11:20:00,CDT,WIDNR_WQX-133529,STORET-2041989,,,,Cryptosporidium,,192,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1623,USEPA,Cryptosporidium and Giardia in Water by Filtration/IMS/FA - April 2001 Update,,,https://www.nemi.gov/methods/method_summary/5616/,113133790,,,,,,,,,,,,,,,STORET,7
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030905,2003-07-30,11:20:00,CDT,WIDNR_WQX-133529,STORET-1251950,,,,Cryptosporidium,,2,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,7
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030905,2003-07-30,11:20:00,CDT,WIDNR_WQX-133529,STORET-1251951,,,,Cryptosporidium,,1,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,7
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030905,2003-07-30,11:20:00,CDT,WIDNR_WQX-133529,STORET-1251952,,,,Cryptosporidium,,2,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,7
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030905,2003-07-30,11:20:00,CDT,WIDNR_WQX-133529,STORET-1251953,,,,Cryptosporidium,,2,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,7
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030905,2003-07-30,11:20:00,CDT,WIDNR_WQX-133529,STORET-1251955,,,,Cryptosporidium,,2,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,7
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030905,2003-07-30,11:20:00,CDT,WIDNR_WQX-133529,STORET-1251959,,,,Cryptosporidium,,1,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,7
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030905,2003-07-30,11:20:00,CDT,WIDNR_WQX-133529,STORET-1251960,,,,Cryptosporidium,,1,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,7
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030905,2003-07-30,11:20:00,CDT,WIDNR_WQX-133529,STORET-1251961,,,,Cryptosporidium,,1,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,7
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-1458100,2003-08-03,12:25:00,CDT,WIDNR_WQX-133529,STORET-31109176,,,,Cryptosporidium,,<96.8,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1623,USEPA,Cryptosporidium and Giardia in Water by Filtration/IMS/FA - April 2001 Update,,,https://www.nemi.gov/methods/method_summary/5616/,113133790,,,,,,,,,,,,,,,STORET,8
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030912,2003-08-03,12:25:00,CDT,WIDNR_WQX-133529,STORET-179822,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,8
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030912,2003-08-03,12:25:00,CDT,WIDNR_WQX-133529,STORET-179824,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,8
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030912,2003-08-03,12:25:00,CDT,WIDNR_WQX-133529,STORET-179825,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,8
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030912,2003-08-03,12:25:00,CDT,WIDNR_WQX-133529,STORET-179828,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,8
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030912,2003-08-03,12:25:00,CDT,WIDNR_WQX-133529,STORET-179831,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,8
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030912,2003-08-03,12:25:00,CDT,WIDNR_WQX-133529,STORET-179832,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,8
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030912,2003-08-03,12:25:00,CDT,WIDNR_WQX-133529,STORET-179833,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,8
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030912,2003-08-03,12:25:00,CDT,WIDNR_WQX-133529,STORET-179834,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,8
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-1455395,2003-08-11,11:45:00,CDT,WIDNR_WQX-133529,STORET-1746070,,,,Cryptosporidium,,96.8,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1623,USEPA,Cryptosporidium and Giardia in Water by Filtration/IMS/FA - April 2001 Update,,,https://www.nemi.gov/methods/method_summary/5616/,113133790,,,,,,,,,,,,,,,STORET,8
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-1458186,2003-08-11,11:45:00,CDT,WIDNR_WQX-133529,STORET-31166259,,,,Cryptosporidium,,<96.8,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1623,USEPA,Cryptosporidium and Giardia in Water by Filtration/IMS/FA - April 2001 Update,,,https://www.nemi.gov/methods/method_summary/5616/,113133790,,,,,,,,,,,,,,,STORET,8
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030918,2003-08-11,11:45:00,CDT,WIDNR_WQX-133529,STORET-778765,,,,Cryptosporidium,,1,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,8
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030918,2003-08-11,11:45:00,CDT,WIDNR_WQX-133529,STORET-778767,,,,Cryptosporidium,,1,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,8
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030918,2003-08-11,11:45:00,CDT,WIDNR_WQX-133529,STORET-778770,,,,Cryptosporidium,,1,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,8
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030918,2003-08-11,11:45:00,CDT,WIDNR_WQX-133529,STORET-778772,,,,Cryptosporidium,,1,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,8
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030918,2003-08-11,11:45:00,CDT,WIDNR_WQX-133529,STORET-778774,,,,Cryptosporidium,,1,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,8
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030918,2003-08-11,11:45:00,CDT,WIDNR_WQX-133529,STORET-778776,,,,Cryptosporidium,,1,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,8
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030918,2003-08-11,11:45:00,CDT,WIDNR_WQX-133529,STORET-778777,,,,Cryptosporidium,,1,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,8
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030918,2003-08-11,11:45:00,CDT,WIDNR_WQX-133529,STORET-778779,,,,Cryptosporidium,,1,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,8
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030919,2003-08-11,11:45:00,CDT,WIDNR_WQX-133529,STORET-778749,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,8
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030919,2003-08-11,11:45:00,CDT,WIDNR_WQX-133529,STORET-778751,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,8
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030919,2003-08-11,11:45:00,CDT,WIDNR_WQX-133529,STORET-778752,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,8
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030919,2003-08-11,11:45:00,CDT,WIDNR_WQX-133529,STORET-778755,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,8
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030919,2003-08-11,11:45:00,CDT,WIDNR_WQX-133529,STORET-778757,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,8
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030919,2003-08-11,11:45:00,CDT,WIDNR_WQX-133529,STORET-778759,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,8
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030919,2003-08-11,11:45:00,CDT,WIDNR_WQX-133529,STORET-778761,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,8
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030919,2003-08-11,11:45:00,CDT,WIDNR_WQX-133529,STORET-778763,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,8
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-1420875,2003-08-13,9:45:00,CDT,WIDNR_WQX-133529,STORET-31108729,,,,Cryptosporidium,,<33.3,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1623,USEPA,Cryptosporidium and Giardia in Water by Filtration/IMS/FA - April 2001 Update,,,https://www.nemi.gov/methods/method_summary/5616/,113133790,,,,,,,,,,,,,,,STORET,8
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030928,2003-08-13,9:45:00,CDT,WIDNR_WQX-133529,STORET-179870,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,8
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030928,2003-08-13,9:45:00,CDT,WIDNR_WQX-133529,STORET-179875,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,8
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030928,2003-08-13,9:45:00,CDT,WIDNR_WQX-133529,STORET-179877,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,8
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030928,2003-08-13,9:45:00,CDT,WIDNR_WQX-133529,STORET-179879,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,8
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030928,2003-08-13,9:45:00,CDT,WIDNR_WQX-133529,STORET-179881,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,8
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030928,2003-08-13,9:45:00,CDT,WIDNR_WQX-133529,STORET-179882,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,8
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030928,2003-08-13,9:45:00,CDT,WIDNR_WQX-133529,STORET-179883,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,8
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030928,2003-08-13,9:45:00,CDT,WIDNR_WQX-133529,STORET-179884,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,8
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-1458202,2003-08-18,13:15:00,CDT,WIDNR_WQX-133529,STORET-31109194,,,,Cryptosporidium,,<66.7,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1623,USEPA,Cryptosporidium and Giardia in Water by Filtration/IMS/FA - April 2001 Update,,,https://www.nemi.gov/methods/method_summary/5616/,113133790,,,,,,,,,,,,,,,STORET,8
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030935,2003-08-18,13:15:00,CDT,WIDNR_WQX-133529,STORET-995486,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,8
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030935,2003-08-18,13:15:00,CDT,WIDNR_WQX-133529,STORET-995488,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,8
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030935,2003-08-18,13:15:00,CDT,WIDNR_WQX-133529,STORET-995491,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,8
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030935,2003-08-18,13:15:00,CDT,WIDNR_WQX-133529,STORET-995492,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,8
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030935,2003-08-18,13:15:00,CDT,WIDNR_WQX-133529,STORET-995493,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,8
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030935,2003-08-18,13:15:00,CDT,WIDNR_WQX-133529,STORET-995494,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,8
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030935,2003-08-18,13:15:00,CDT,WIDNR_WQX-133529,STORET-995498,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,8
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030935,2003-08-18,13:15:00,CDT,WIDNR_WQX-133529,STORET-995500,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,8
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-1458212,2003-08-25,12:15:00,CDT,WIDNR_WQX-133529,STORET-31109205,,,,Cryptosporidium,,<96.8,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1623,USEPA,Cryptosporidium and Giardia in Water by Filtration/IMS/FA - April 2001 Update,,,https://www.nemi.gov/methods/method_summary/5616/,113133790,,,,,,,,,,,,,,,STORET,8
